location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC",Principal Legal Advisor for Citizenship and Immigration Services ,Robert C. Divine,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,U.S. Citizenship and Immigration Services,2004
"Washington, DC",Special Assistant ,Marc C. Sanderson,SC,GS,13,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,U.S. Citizenship and Immigration Services,2004
"Washington, DC",Press Secretary for Bureau of Citizenship and Immigration ,Angelica M. Alfonso,SC,GS,12,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,U.S. Citizenship and Immigration Services,2004
"Washington, DC",Director of Waterways Management ,Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,United States Coast Guard,2004
"Arlington, VA","Director, National Pollution Funds Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,United States Coast Guard,2004
"Washington, DC",Director of Standards ,Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,United States Coast Guard,2004
"Washington, DC",Deputy Chief Counsel ,Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,United States Coast Guard,2004
"Washington, DC",Deputy Director of Personnel Management ,Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,United States Coast Guard,2004
"Washington, DC",International Affairs Director and Foreign Policy Advisor ,Vacant,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,United States Coast Guard,2004
"Washington, DC",Assistant Commandant for Intelligence ,Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,United States Coast Guard,2004
"Washington, DC",Assistant Commandant for Civil Rights ,Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,United States Coast Guard,2004
"Washington, DC",Chief Knowledge Officer (Information Technology) ,Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,United States Coast Guard,2004
"Washington, DC",Inspector General ,Clark Kent Ervin,PAS,EX,IV,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE,Office of the Inspector General,2004
"Washington, DC",Under Secretary for Border and Transportation Security ,W. Asa Hutchinson,PAS,EX,III,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of the Inspector General,2004
"Washington, DC",Senior Advisor for Security Assessment ,Joan Zolak,TA,ES,,,04/03/07,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of the Inspector General,2004
"Washington, DC",Chief of Staff ,Betty Anderson Guhman,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of the Chief of Staff,2004
"Washington, DC",Director for International Enforcement ,Daniel E. Sullivan,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of the Chief of Staff,2004
"Washington, DC",Special Assistant ,Alison R. Williams,SC,GS,13,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of the Chief of Staff,2004
"Washington, DC",Operations Director ,Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of Operations,2004
"Washington, DC",Director of Agency Operations ,Vacant,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of Operations,2004
"Washington, DC",Director of Current Operations ,Vacant,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of Operations,2004
"Washington, DC",Director of Field Operations ,Vacant,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of Operations,2004
"Washington, DC",Assistant Secretary for Border and Transportation Security Policy ,Charles Stewart Verdery Jr,PAS,EX,IV,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of Border and Transportation Security Policy,2004
"Washington, DC",Director of Cargo and Trade Policy for Border and Transportation Security ,Elaine K. Dezenski,SC,GS,15,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of Border and Transportation Security Policy,2004
"Washington, DC",Director of Transportation Security Policy for Border and Transportation Security ,Sametta Klinetob,SC,GS,15,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of Border and Transportation Security Policy,2004
"Washington, DC",Policy Director for Immigration ,Lora L. Ries,SC,GS,15,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of Border and Transportation Security Policy,2004
"Washington, DC",Legislative Policy Advisor ,Lisa M. Vogt,SC,GS,14,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of Border and Transportation Security Policy,2004
"Washington, DC","Director, US-VISIT Program ",Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of US-VISIT Program,2004
"Washington, DC","Chief Information Officer, US-VISIT ",Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office of US-VISIT Program,2004
"Washington, DC","Director, Office for Domestic Preparedness ",C. Suzanne Mencer,PAS,EX,IV,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office for Domestic Preparedness,2004
"Washington, DC",Director of Operations for the Office for Domestic Preparedness ,Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office for Domestic Preparedness,2004
"Washington, DC",Chief of Staff and Senior Policy Advisor ,Matt A. Mayer,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office for Domestic Preparedness,2004
"Washington, DC","Director of Communications, Office of Domestic Preparedness ",Marc T. Short,SC,GS,15,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office for Domestic Preparedness,2004
"Washington, DC",Policy Analyst ,Corie E. Mullen,SC,GS,11,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Office for Domestic Preparedness,2004
"Washington, DC","Assistant Secretary, Immigration and Customs Enforcement ",Michael J. Garcia,PAS,EX,IV,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Immigration and Customs Enforcement,2004
"Washington, DC",Chief of Staff for Immigration and Customs Enforcement ,Christopher Battle,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Immigration and Customs Enforcement,2004
"Washington, DC","Chief, Policy and Strategy ",Patrick Shen,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Immigration and Customs Enforcement,2004
"Washington, DC",Director of Operations ,Vacant,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Immigration and Customs Enforcement,2004
"Washington, DC",Counsel to the Commissioner ,Vacant,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Immigration and Customs Enforcement,2004
"Washington, DC",Counselor ,Victor Cerda,TA,ES,,,11/15/04,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Immigration and Customs Enforcement,2004
"Washington, DC",Communications Director for Immigration and Customs Enforcement ,W. Russell Knocke,SC,GS,14,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Immigration and Customs Enforcement,2004
"Washington, DC","Commissioner, Customs and Border Protection ",Robert C. Bonner,PAS,EX,III,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Customs and Border Protection,2004
"Washington, DC",Deputy Commissioner ,Vacant,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Customs and Border Protection,2004
"Washington, DC","Assistant Commissioner, International Affairs ",E. Keith Thomson,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Customs and Border Protection,2004
"Washington, DC",Chief of Staff ,Gary M. Shiffman,,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Customs and Border Protection,2004
"Washington, DC",Chief Counsel ,Career Incumbent,C,ES,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Customs and Border Protection,2004
"Washington, DC","Director, Anti- Terrorism ",William H. Parrish,TA,ES,,,10/20/04,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Customs and Border Protection,2004
"Washington, DC",Customs Modernization Business Executive ,Lawrence J. Rosenzweig,TA,ES,,,05/31/06,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Customs and Border Protection,2004
"Washington, DC","Assistant Commissioner, Public Affairs ",Kristi Clemens,SC,GS,15,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Customs and Border Protection,2004
"Washington, DC","Director, Trade Relations ",Michael C. Mullen,SC,GS,15,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Customs and Border Protection,2004
"Washington, DC",Policy Advisor ,Michael A. Ivahnenko,SC,GS,11,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,U.S. Customs and Border Protection,2004
"Arlington, VA","Assistant Secretary, Transportation Security Administration ",David M. Stone,PAS,EX,II,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Deputy Administrator ,Carol A. Dibattiste,XS,OT,"$154,700",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Chief, Support Services Office ",Gale D. Rossides,XS,OT,"$151,706",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Chief Operating Officer ,Thomas R. Blank,XS,OT,"$150,141",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Chief of Staff ,Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Director of Special Projects for Transportation Security Policy ,Beth Hancock,SC,OT,"$124,783",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Director of Land, Maritime, and Cargo Security Policy ",Claire Heffernan,SC,OT,"$124,783",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Director, Stakeholder and Industry Affairs ",W. Clinton Fisher III,SC,OT,"$101,291",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Deputy Federal Security Director ,Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Director of Revenue ,Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Deputy Federal Security Director ,Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Director, Office of Civil Rights ",Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Director, Aviation Inspection ",Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Director, Aviation Inspection ",Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Supervisory Civil Aviation Security Specialist (Special Agent in Charge) ,Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Supervisory Civil Aviation Security Specialist (Special Agent in Charge) ,Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Director of Response Preparedness ,Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Deputy Associate Under Secretary for Operational Training ,Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Federal Security Director ,Michael J. Aguilar,XS,OT,"$144,656",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Honolulu, HI","Deputy Federal Security Director, Honolulu ",Stanford Miyamoto,XS,OT,"$111,348",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Honolulu, HI","Federal Security Director, Honolulu ",Sidney A. Hayakawa,XS,OT,"$113,410",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Assistant Director, Legislative Affairs ",Julie L. Nichols,XS,OT,"$131,345",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Director, Strategic Management ",Lana Tannozzini,XS,OT,"$131,345",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Director, Passenger  Security ",Do,XS,OT,"$133,371",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Anchorage, AK","Federal Security Director, Anchorage ",Kenneth L. Jarman,XS,OT,"$118,565",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"San Jose, CA","Federal Security Director, San Jose ",James A. Thomas III,XS,OT,"$144,925",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Houston, TX",Deputy Federal Security Director ,James L. Marchand,XS,OT,"$144,790",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Director, Transportation Infrastructure Security ",Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA",Deputy Chief Counsel ,Anthony L. Washington,XS,OT,"$137,967",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Director, Task Force Plan ",David R. Nicholson,XS,OT,"$137,631",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Minneapolis, MN","Deputy Federal Security Director, Minneapolis ",James Welna,XS,OT,"$138,442",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Los Angeles, CA",Deputy Federal Security Director ,Lawrence E. Fetters,XS,OT,"$144,523",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Newark, NJ",Deputy Federal Security Director ,Dewey Fong,XS,OT,"$144,463",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Denver, CO","Deputy Federal Security Director, Denver ",Patrick C. Ahlstrom,XS,OT,"$141,993",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Phoenix, AZ",Deputy Federal Security Director ,Willard P. Armes,XS,OT,"$135,720",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"San Juan, Puerto Rico","Deputy Federal Security Director, San Juan, Puerto Rico ",Frederick Baraga,XS,OT,"$123,720",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Nashville, TN","Federal Security Director, Nashville ",David R. Beecroft,XS,OT,"$135,622",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Dulles Airport, VA",Deputy Federal Security Director ,Charles D. Brady,XS,OT,"$139,720",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"West Palm Beach, FL","Federal Security Director, West Palm Beach ",Timothy E. Brooks,XS,OT,"$135,622",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Seattle, WA",Deputy Federal Security Director ,Vacant,XS,OT,"$139,720",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Tampa, FL",Federal Security Director ,Dario A. Compain,XS,OT,"$135,622",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Windsor Locks, CT",Federal Security Director ,Dana R. Cosgrove,XS,OT,"$142,971",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Kansas City, KS",Federal Security Director ,Richard M. Curasi,XS,OT,"$136,414",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Detroit, MI","Deputy Federal Security Director, Detroit ",James Douglas,XS,OT,"$143,849",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Atlanta, GA","Deputy Federal Security Director, Atlanta ",Beverly J. Harvard,XS,OT,"$137,144",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"San Francisco, CA",Deputy Federal Security Director ,Michael T. Irwin,XS,OT,"$149,800",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Portland, OR","Federal Security Director, Portland ",Robert E. Jackson,XS,OT,"$139,720",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Raleigh, NC","Federal Security Director, Raleigh ",Ronald J. Juhl,XS,OT,"$135,622",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"San Diego, CA","Federal Security Director, San Diego ",John C. Kelley,XS,OT,"$141,127",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Baltimore, MD","Deputy Federal Security Director, Baltimore ",John P. McMullen,XS,OT,"$139,482",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Salt Lake City, UT","Federal Security Director, Salt Lake City ",Earl Morris,XS,OT,"$135,622",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Columbus, OH",Federal Security Director ,Thomas W. Rice,XS,OT,"$138,294",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Philadelphia, PA",Deputy Federal Security Director ,William L. Ross,XS,OT,"$140,336",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Fort Lauderdale, FL",Deputy Federal Security Director ,Richard M. Sackett,XS,OT,"$140,806",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Austin, TX","Federal Security Director, Austin/ Bergstrom ",Michael D. Scott,XS,OT,"$135,622",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Arlington, VA","Director, Aviation Operations ",Vacant,XS,OT,,,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Miami, FL",Deputy Federal Security Director ,Richard Thomas Jr,XS,OT,"$140,806",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Sacramento, CA","Federal Security Director, Sacramento ",William H. Wade,XS,OT,"$140,162",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"New York, NY",Deputy Federal Security Director ,Thomas H. Wilkins,XS,OT,"$144,542",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Houston, TX",Federal Security Director ,Jerry O. Wyatt,XS,OT,"$149,120",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Chicago, IL","Federal Security Director, Chicago ",Michael H. Zunk,XS,OT,"$143,701",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Orlando, FL","Deputy Federal Security Director, Orlando ",John M. Tombone,XS,OT,"$135,664",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Ontario, CA",Federal Security Director ,Richard R. Baker,XS,OT,"$146,844",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
"Pittsburgh, PA",Federal Security Director ,Robert Blose,XS,OT,"$124,751",,,DEPARTMENT OF HOMELAND SECURITY,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,Transportation Security Adiministration,2004
