location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC",Deputy Chief of Staff,William Finister,ES,CA,..........,..........,........,Environmental Protection Agency,Office of the Chief of Staff,,1996
"Washington, DC",Deputy Chief of Staff,Daniel R. Wilson,OT,XS,15,..........,........,Environmental Protection Agency,Office of the Chief of Staff,,1996
"Washington, DC","Director, Office of the Executive Secretariat",Sandra L. Hundall,GS,SC,14,..........,........,Environmental Protection Agency,Office of the Chief of Staff,,1996
"Washington, DC",Special Assistant to the Chief of Staff,Courtney Manning,OT,XS,12,..........,........,Environmental Protection Agency,Office of the Chief of Staff,,1996
"Washington, DC",Program Advisor,Jorge Rangel,OT,XS,13,..........,........,Environmental Protection Agency,Office of the Chief of Staff,,1996
"Washington, DC",Director,Dan J. Rondeau,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Civil Rights,,1996
"Washington, DC",Director,Leon H. Hampton,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Small and Disadvantaged Business,,1996
"Washington, DC",Deputy Director,Jeanette L. Brown,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Small and Disadvantaged Business,,1996
"Washington, DC",Staff Director,Donald G. Barnes,ES,CA,..........,..........,........,Environmental Protection Agency,Science Advisory Board,,1996
"Washington, DC",Director,Abby J. Pirnie,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Cooperative Environmental Management,,1996
"Washington, DC",Environmental Appeals Judge,Edward E. Reich,ES,CA,..........,..........,........,Environmental Protection Agency,Environmental Appeals Board,,1996
"Washington, DC",Environmental Appeals Judge,Ronald L. Mccallum,ES,CA,..........,..........,........,Environmental Protection Agency,Environmental Appeals Board,,1996
"Washington, DC",Environmental Appeals Judge,Kathie A. Stein,ES,CA,..........,..........,........,Environmental Protection Agency,Environmental Appeals Board,,1996
"Washington, DC",Associate Administrator,Shelley H. Metzenbaum,ES,NA,..........,..........,........,Environmental Protection Agency,Office of Regional Operations and State/Local Relations,,1996
"Washington, DC",Deputy Associate Administrator,Richard M. Brozen,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Regional Operations and State/Local Relations,,1996
"Washington, DC",Senior Legal Counsel,Louise D. Jacobs,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Regional Operations and State/Local Relations,,1996
"Washington, DC",Special Assistant,Anna M. Raymond,GS,SC,13,..........,........,Environmental Protection Agency,Office of Regional Operations and State/Local Relations,,1996
"Washington, DC",Special Assistant,Joseph F. Vivalo,GS,SC,13,..........,........,Environmental Protection Agency,Office of Regional Operations and State/Local Relations,,1996
"Washington, DC",Associate Administrator,Robert W. Hickmott,ES,NA,..........,..........,........,Environmental Protection Agency,Office of Congressional and Legislative Affairs,,1996
"Washington, DC","Director, Division of Congressional Liaison",Lynne M. Ross,GS,SC,15,..........,........,Environmental Protection Agency,Office of Congressional and Legislative Affairs,,1996
"Washington, DC",Congressional Liaison Specialist,M. Arnita Hannon,GS,SC,14,..........,........,Environmental Protection Agency,Office of Congressional and Legislative Affairs,,1996
"Washington, DC",Program Advisor,Martha Wofford,OT,XS,11,..........,........,Environmental Protection Agency,Office of Congressional and Legislative Affairs,,1996
"Washington, DC",Associate Administrator,Loretta M. Ucelli,ES,NA,..........,..........,........,Environmental Protection Agency,"Office of Communications, Education and Public Affairs",,1996
"Washington, DC",Deputy Associate Administrator,Denise S. Graveline,ES,NA,..........,..........,........,Environmental Protection Agency,"Office of Communications, Education and Public Affairs",,1996
"Washington, DC",Communications Specialist,Ellen D. Cassedy,GS,SC,15,..........,........,Environmental Protection Agency,"Office of Communications, Education and Public Affairs",,1996
"Washington, DC",Special Assistant,Stephanie A. Cutter,GS,SC,11,..........,........,Environmental Protection Agency,"Office of Communications, Education and Public Affairs",,1996
"Washington, DC",Special Assistant,Diane Esanu,OT,XS,15,..........,........,Environmental Protection Agency,"Office of Communications, Education and Public Affairs",,1996
"Washington, DC",Special Assistant,Melissa Bonney,OT,XS,12,..........,........,Environmental Protection Agency,"Office of Communications, Education and Public Affairs",,1996
"Washington, DC",Assistant Administrator, Vacant,EX,PAS,IV,..........,........,Environmental Protection Agency,OFFICE OF ADMINISTRATION AND RESOURCES MANAGEMENT,,1996
"Washington, DC",Special Assistant,Nathaniel Scurry,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF ADMINISTRATION AND RESOURCES MANAGEMENT,,1996
"Washington, DC",Special Assistant,Edward J. Hanley,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF ADMINISTRATION AND RESOURCES MANAGEMENT,,1996
"Durham, NC",Special Assistant,Gerald A. Emison,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF ADMINISTRATION AND RESOURCES MANAGEMENT,,1996
"Washington, DC",Federal Environmental Executive,Frances F. McPoland,ES,NA,..........,..........,........,Environmental Protection Agency,OFFICE OF ADMINISTRATION AND RESOURCES MANAGEMENT,,1996
"Washington, DC",Assistant Administrator,Steven A. Herman,EX,PAS,IV,..........,........,Environmental Protection Agency,OFFICE OF ENFORCEMENT AND COMPLIANCE ASSURANCE,,1996
"Washington, DC",Principal Deputy Assistant Administrator,Sylvia K. Lowrance,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF ENFORCEMENT AND COMPLIANCE ASSURANCE,,1996
"Washington, DC",Deputy Assistant Administrator,Michael M. Stahl,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF ENFORCEMENT AND COMPLIANCE ASSURANCE,,1996
"Washington, DC",Senior Enforcement Counsel,Michael J. Walker,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF ENFORCEMENT AND COMPLIANCE ASSURANCE,,1996
"Washington, DC",Advanced Program Advisor,David M. Berman,GS,SC,12,..........,........,Environmental Protection Agency,OFFICE OF ENFORCEMENT AND COMPLIANCE ASSURANCE,,1996
"Washington, DC",Director,Richard E. Sanderson,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Federal Activities,,1996
"Washington, DC",General Counsel,Jonathan Z. Cannon,EX,PAS,IV,..........,........,Environmental Protection Agency,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Deputy General Counsel,C. Scott Fulton,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Associate General Counsel (Air and Radiation),Alan Eckert,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Associate General Counsel (Cross-Cutting Issues), Vacant,ES,..........,..........,..........,........,Environmental Protection Agency,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Senior Counsel for Cross-Cutting Issues,Craig B. Annear,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Associate General Counsel (Pesticides and Toxic Substances),James C. Nelson,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Associate General Counsel (Solid Waste/Emergency Response),Lisa K. Friedman,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Associate General Counsel (Water),Susan G. Lepow,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Associate General Counsel(Inspector General),Marla E. Diamond,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Associate General Counsel (Finance and Operations),Ray E. Spears,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Assistant Administrator,David M. Gardiner,EX,PAS,IV,..........,........,Environmental Protection Agency,"OFFICE OF POLICY, PLANNING AND EVALUATION",,1996
"Washington, DC",Associate Assistant Administrator,Richard D. Morgenstern,ES,CA,..........,..........,........,Environmental Protection Agency,"OFFICE OF POLICY, PLANNING AND EVALUATION",,1996
"Washington, DC",Deputy Assistant Administrator for Regulatory Reinvention(LX),Lisa C. Lund,ES,TA,..........,..........,08/17/1999,Environmental Protection Agency,"OFFICE OF POLICY, PLANNING AND EVALUATION",,1996
"Washington, DC",Staff Advisor (Management),Cynthia E. Cummis,GS,SC,12,..........,........,Environmental Protection Agency,"OFFICE OF POLICY, PLANNING AND EVALUATION",,1996
"Washington, DC",Senior Advisor,Daniel R. Abbasi,OT,XS,14,..........,........,Environmental Protection Agency,"OFFICE OF POLICY, PLANNING AND EVALUATION",,1996
"Washington, DC",Director,Maryann B. Froehlich,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Policy Development,,1996
"Washington, DC",Director,Thomas E. Kelly,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Regulatory Management and Information,,1996
"Washington, DC",Special Assistant to the Office Director,Timothy R. Titus,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Regulatory Management and Information,,1996
"Washington, DC",Director,Albert M. McGartland,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Economy and Environment,,1996
"Washington, DC",Assistant Administrator,William A. Nitze,EX,PAS,IV,..........,........,Environmental Protection Agency,OFFICE OF INTERNATIONAL ACTIVITIES,,1996
"Washington, DC",Principal Deputy Assistant Administrator,Alan D. Hecht,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF INTERNATIONAL ACTIVITIES,,1996
"Washington, DC",Deputy Assistant Administrator,Alan B. Sielen,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF INTERNATIONAL ACTIVITIES,,1996
"Washington, DC",Inspector General,John C. Martin,EX,PAS,IV,..........,........,Environmental Protection Agency,OFFICE OF THE INSPECTOR GENERAL,,1996
"Washington, DC",Assistant Administrator,Robert W. Perciasepe,EX,PAS,IV,..........,........,Environmental Protection Agency,OFFICE OF WATER,,1996
"Washington, DC",Deputy Assistant Administrator,Dana D. Minerva,ES,NA,..........,..........,........,Environmental Protection Agency,OFFICE OF WATER,,1996
"Washington, DC","Chief, Policy Counsel",Philip C. Metzger,GS,SC,15,..........,........,Environmental Protection Agency,OFFICE OF WATER,,1996
"Washington, DC",Director,Michael B. Cook,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Waste Water Management,,1996
"Washington, DC",Deputy Director,Alfred W. Lindsey,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Waste Water Management,,1996
"Washington, DC",Director,Tudor T. Davies,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Science and Technology,,1996
"Washington, DC",Deputy Director,James A. Hanlon,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Science and Technology,,1996
"Bay St. Louis, MS","Director, Gulf of Mexico Program",James D. Giattina,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Science and Technology,,1996
"Washington, DC",Director,Robert H. Wayland,ES,CA,..........,..........,........,Environmental Protection Agency,"Office of Wetlands, Oceans and Watersheds",,1996
"Washington, DC",Deputy Director,David G. Davis,ES,CA,..........,..........,........,Environmental Protection Agency,"Office of Wetlands, Oceans and Watersheds",,1996
"Washington, DC",Director,Cynthia C. Dougherty,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Ground Water and Drinking Water,,1996
"Washington, DC",Deputy Director, Vacant,ES,..........,..........,..........,........,Environmental Protection Agency,Office of Ground Water and Drinking Water,,1996
"Washington, DC",Special Assistant,Dawn Martin,OT,XS,15,..........,........,Environmental Protection Agency,American Indian Environmental Office,,1996
"Washington, DC",Policy Analyst,Meghan S. Kelly,OT,XS,14,..........,........,Environmental Protection Agency,American Indian Environmental Office,,1996
"Washington, DC",Assistant Administrator,Elliott P. Laws,EX,PAS,IV,..........,........,Environmental Protection Agency,OFFICE OF SOLID WASTE AND EMERGENCY RESPONSE,,1996
"Washington, DC",Deputy Assistant Administrator,Timothy J. Fields,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF SOLID WASTE AND EMERGENCY RESPONSE,,1996
"Washington, DC",Deputy Assistant Administrator,James H. Mathews,ES,NA,..........,..........,........,Environmental Protection Agency,OFFICE OF SOLID WASTE AND EMERGENCY RESPONSE,,1996
"Washington, DC",Special Assistant,Gregory J. Mertz,GS,SC,14,..........,........,Environmental Protection Agency,OFFICE OF SOLID WASTE AND EMERGENCY RESPONSE,,1996
"Washington, DC",Senior Superfund Liaison,Jonathan D. Weiss,GS,SC,14,..........,........,Environmental Protection Agency,OFFICE OF SOLID WASTE AND EMERGENCY RESPONSE,,1996
"Washington, DC",Program Advisor,Myra Blakely,OT,XS,14,..........,........,Environmental Protection Agency,OFFICE OF SOLID WASTE AND EMERGENCY RESPONSE,,1996
"Washington, DC",Director,Walter W. Kovalick,ES,CA,..........,..........,........,Environmental Protection Agency,Technology Innovation Office,,1996
"Washington, DC",Director,James L. Makris,ES,CA,..........,..........,........,Environmental Protection Agency,Chemical Emergency Preparedness and Prevention Office,,1996
"Washington, DC",Director,Michael H. Shapiro,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Solid Waste,,1996
"Washington, DC",Deputy Director,Elizabeth A. Cotsworth,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Solid Waste,,1996
"Washington, DC",Director,David W. Ziegele,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Underground Storage Tanks,,1996
"Washington, DC",Director,Stephen D. Luftig,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Emergency and Remedial Response,,1996
"Washington, DC",Deputy Director,Larry G. Reed,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Emergency and Remedial Response,,1996
"Washington, DC",Director,Devereaux Barnes,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Program Management,,1996
"Washington, DC",Assistant Administrator,Mary D. Nichols,EX,PAS,IV,..........,........,Environmental Protection Agency,OFFICE OF AIR AND RADIATION,,1996
"Washington, DC",Principal Deputy Assistant Administrator,Richard D. Wilson,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF AIR AND RADIATION,,1996
"Washington, DC",Director of Common Sense Initiative Office,Elaine B. Wright,ES,TA,..........,..........,09/30/1997,Environmental Protection Agency,OFFICE OF AIR AND RADIATION,,1996
"Washington, DC",Director of Communication,Stephen Page,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF AIR AND RADIATION,,1996
"Washington, DC",Counsel to the Assistant Administrator,David D. Doniger,GS,SC,15,..........,........,Environmental Protection Agency,OFFICE OF AIR AND RADIATION,,1996
"Washington, DC",Senior Policy Advisor,Randolph R. Snell,GS,SC,15,..........,........,Environmental Protection Agency,OFFICE OF AIR AND RADIATION,,1996
"Washington, DC",Senior Policy Advisor,Jan E. McFarland,GS,SC,15,..........,........,Environmental Protection Agency,OFFICE OF AIR AND RADIATION,,1996
"Washington, DC",Policy Advisor,Steven A. Lipman,GS,SC,14,..........,........,Environmental Protection Agency,OFFICE OF AIR AND RADIATION,,1996
"Washington, DC",Program Advisor,Gretchen Graves,GS,SC,11,..........,........,Environmental Protection Agency,OFFICE OF AIR AND RADIATION,,1996
"Washington, DC",Director,Robert D. Brenner,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Policy Analysis and Review,,1996
"Washington, DC",Program Advisor,Katherine Brown,OT,XS,11,..........,........,Environmental Protection Agency,Office of Policy Analysis and Review,,1996
"Washington, DC",Director,Paul M. Stolpman,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Atmospheric Programs,,1996
"Durham, NC",Director,John S. Seitz,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Air Quality Planning and Standards,,1996
"Durham, NC",Deputy Director,Lydia N. Wegman,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Air Quality Planning and Standards,,1996
"Washington, DC",Director,Margo T. Oge,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Mobile Sources,,1996
"Ann Arbor, MI",Deputy Director,H. Christopher Grundler,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Mobile Sources,,1996
"Washington, DC",Director,E. Ramona Trovato,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Radiation and Indoor Air,,1996
"Washington, DC",Assistant Administrator,Lynn R. Goldman,EX,PAS,IV,..........,........,Environmental Protection Agency,"OFFICE OF PREVENTION, PESTICIDES AND TOXIC SUBSTANCES",,1996
"Washington, DC",Deputy Assistant Administrator,Susan H. Wayland,ES,CA,..........,..........,........,Environmental Protection Agency,"OFFICE OF PREVENTION, PESTICIDES AND TOXIC SUBSTANCES",,1996
"Washington, DC",Special Assistant to the Assistant Administrator,Victor J. Kimm,ES,CA,..........,..........,........,Environmental Protection Agency,"OFFICE OF PREVENTION, PESTICIDES AND TOXIC SUBSTANCES",,1996
"Washington, DC",Counselor to the Assistant Administrator for International Affairs,Irving L. Fuller,ES,CA,..........,..........,........,Environmental Protection Agency,"OFFICE OF PREVENTION, PESTICIDES AND TOXIC SUBSTANCES",,1996
"Washington, DC",Legal Advisor,Shantrel A. Brown,GS,SC,12,..........,........,Environmental Protection Agency,"OFFICE OF PREVENTION, PESTICIDES AND TOXIC SUBSTANCES",,1996
"Washington, DC",Associate Assistant Administrator,James Aidala,OT,XS,15,..........,........,Environmental Protection Agency,"OFFICE OF PREVENTION, PESTICIDES AND TOXIC SUBSTANCES",,1996
"Washington, DC",Communications Specialist,Linda Durkee,OT,XS,15,..........,........,Environmental Protection Agency,"OFFICE OF PREVENTION, PESTICIDES AND TOXIC SUBSTANCES",,1996
"Washington, DC",Director,Daniel M. Barolo,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Pesticide Programs,,1996
"Washington, DC",Deputy Director,Penelope A. Fenner-Crisp,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Pesticide Programs,,1996
"Washington, DC",Director,William H. Sanders,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Pollution Prevention and Toxics,,1996
"Washington, DC",Deputy Director,Joseph S. Carra,ES,CA,..........,..........,........,Environmental Protection Agency,Office of Pollution Prevention and Toxics,,1996
"Washington, DC",Assistant Administrator,Robert J. Huggett,EX,PAS,IV,..........,........,Environmental Protection Agency,OFFICE OF RESEARCH AND DEVELOPMENT,,1996
"Washington, DC",Deputy Assistant Administrator for Science,Joseph K. Alexander,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF RESEARCH AND DEVELOPMENT,,1996
"Washington, DC",Deputy Assistant Administrator for Management,Henry L. Longest,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF RESEARCH AND DEVELOPMENT,,1996
"Washington, DC",Special Assistant to the Assistant Administrator,Jay Benforado,ES,CA,..........,..........,........,Environmental Protection Agency,OFFICE OF RESEARCH AND DEVELOPMENT,,1996
"Washington, DC",Senior Science Advisor,Robert E. Menzer,ES,CA,..........,..........,........,Environmental Protection Agency,National Health and Environmental Effects Research Laboratory,,1996
"Washington, DC","Director, Country Studies Team",Robert K. Dixon,ES,TA,..........,..........,12/31/1996,Environmental Protection Agency,National Center For Environmental Assessment,,1996
"Boston, MA",Regional Administrator,John P. DeVillars,ES,NA,..........,..........,........,Environmental Protection Agency,"Region I, Boston, MA",,1996
"New York, NY",Regional Administrator,Jeanne M. Fox,ES,NA,..........,..........,........,Environmental Protection Agency,"Region II, New York, NY",,1996
"New York, NY",Deputy Regional Administrator,William J. Muszynski,ES,CA,..........,..........,........,Environmental Protection Agency,"Region II, New York, NY",,1996
"Philadelphia, PA",Regional Administrator,Michael W. McCabe,ES,NA,..........,..........,........,Environmental Protection Agency,"Region III, Philadelphia, PA",,1996
"Philadelphia, PA",Deputy Regional Administrator,Stanley L. Laskowski,ES,CA,..........,..........,........,Environmental Protection Agency,"Region III, Philadelphia, PA",,1996
"Atlanta, GA",Regional Administrator,John H. Hankinson,ES,NA,..........,..........,........,Environmental Protection Agency,"Region IV, Atlanta, GA",,1996
"Atlanta, GA",Deputy Regional Administrator,A. Stanley Meiburg,ES,CA,..........,..........,........,Environmental Protection Agency,"Region IV, Atlanta, GA",,1996
"Chicago, IL",Regional Administrator,Valdas V. Adamkus,ES,CA,..........,..........,........,Environmental Protection Agency,"Region V, Chicago, IL",,1996
"Chicago, IL",Deputy Regional Administrator,Michelle D. Jordan,ES,NA,..........,..........,........,Environmental Protection Agency,"Region V, Chicago, IL",,1996
"Chicago, IL",Deputy Regional Administrator,David A. Ullrich,ES,CA,..........,..........,........,Environmental Protection Agency,"Region V, Chicago, IL",,1996
"Dallas, TX",Regional Administrator,Jane N. Saginaw,ES,NA,..........,..........,........,Environmental Protection Agency,"Region VI, Dallas, TX",,1996
"Dallas, TX",Deputy Regional Administrator,Gerald M. Clifford,ES,CA,..........,..........,........,Environmental Protection Agency,"Region VI, Dallas, TX",,1996
"Kansas City, KS",Regional Administrator,Dennis D. Grams,ES,NA,..........,..........,........,Environmental Protection Agency,"Region VII, Kansas City, KS",,1996
"Kansas City, KS",Deputy Regional Administrator,William W. Rice,ES,CA,..........,..........,........,Environmental Protection Agency,"Region VII, Kansas City, KS",,1996
"Denver, CO",Regional Administrator, Vacant,ES,NA,..........,..........,........,Environmental Protection Agency,"Region VIII, Denver, CO",,1996
"Denver, CO",Deputy Regional Administrator,Jack W. McGraw,ES,CA,..........,..........,........,Environmental Protection Agency,"Region VIII, Denver, CO",,1996
"San Francisco, CA",Regional Administrator,Felicia A. Marcus,ES,NA,..........,..........,........,Environmental Protection Agency,"Region IX, San Francisco, CA",,1996
"San Francisco, CA",Deputy Regional Administrator,John C. Wise,ES,CA,..........,..........,........,Environmental Protection Agency,"Region IX, San Francisco, CA",,1996
"San Francisco, CA",Senior Policy Advisor,Nancy Sutley,OT,XS,14,..........,........,Environmental Protection Agency,"Region IX, San Francisco, CA",,1996
"Seattle, WA",Regional Administrator,Charles C. Clarke,ES,NA,..........,..........,........,Environmental Protection Agency,"Region X, Seattle, WA",,1996
"Seattle, WA",Deputy Regional Administrator,Charles E. Findley,ES,CA,..........,..........,........,Environmental Protection Agency,"Region X, Seattle, WA",,1996
"Seattle, WA",Special Assistant,Frank J. McCormick,ES,CA,..........,..........,........,Environmental Protection Agency,"Region X, Seattle, WA",,1996
"Alexandria, VA",Chairman,Norman E. Damours,EX,PAS,III,6 years,11/21/1999,National Credit Union Administration,,,1996
"Alexandria, VA",Vice Chairman,Shirlee P. Bowne,EX,PAS,IV,6 years,04/10/1997,National Credit Union Administration,,,1996
"Alexandria, VA",Board Member,Yolanda T. Wheat,EX,PAS,IV,6 years,04/14/1997,National Credit Union Administration,,,1996
"Alexandria, VA",Executive Director,Karl T. Hoyle,OT,SC,..........,..........,........,National Credit Union Administration,,,1996
"Alexandria, VA",Director of Community Development Credit Unions,Joyce N. Jackson,OT,SC,..........,..........,........,National Credit Union Administration,,,1996
"Alexandria, VA",Executive Assistant,John L. Butler,OT,SC,..........,..........,........,National Credit Union Administration,,,1996
"Alexandria, VA",Executive Assistant,Margaret W. Broadaway,OT,SC,..........,..........,........,National Credit Union Administration,,,1996
"Alexandria, VA",Special Assistant,Suzanne E. Beauchesne,OT,SC,..........,..........,........,National Credit Union Administration,,,1996
"Alexandria, VA",Staff Assistant,Vilma A. Scindian,OT,SC,..........,..........,........,National Credit Union Administration,,,1996
"Alexandria, VA",Writer-Editor,Lesia R. Bullock,OT,SC,..........,..........,........,National Credit Union Administration,,,1996
"Alexandria, VA",Staff Assistant,Nicole S. Williams,OT,SC,..........,..........,........,National Credit Union Administration,,,1996
"Washington, DC",Secretary of State,Warren Christopher,EX,PAS,I,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Executive Assistant to Secretary,Maura A. Harty,FE,CA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Special Assistant,Carlene G. Ackerman,GS,SC,15,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Confidential Assistant,"John R. Crawley, Jr.",GS,SC,9,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Special Adviser,Martha S. Pope,GS,SC,15,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Senior Adviser,Robert D. Boorstin,ES,NA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Special Coordinator,Dennis B. Ross,FE,NA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Director,Larry C. Johnstone,ES,NA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC","Advisor for Resources, Plans and Policy",Pedro P. Permuy,GS,SC,14,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC","Advisor for Resources, Plans and Policy",Deborah Dawson,GS,SC,15,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Ambassador-At-Large,James F. Collins,EX,PAS,IV,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Senior Adviser,John E. Herbst,FE,CA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Deputy to Ambassador-at-Large,Daniel V. Speckhard,ES,CA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Special Assistant,Anne H. Johnson,GS,SC,13,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Coordinator,Joseph A. Presel,FE,CA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC","Coordinator, US Assistance New Independent States",Richard L. Morningstar,ES,NA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Deputy Coordinator, Vacant,FE,..........,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Foreign Affairs Adviser,"William B. Taylor, Jr.",ES,NA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Special Assistant and Executive Secretary,William J. Burns,FE,CA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Deputy Executive Secretary,John Campbell,FE,CA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Deputy Executive Secretary,Alejandro D. Wolff,FE,CA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Deputy Executive Secretary,Gretchen G. Welch,FE,CA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Deputy Executive Secretary,Richard J. Shinnick,FE,CA,..........,..........,........,Department of State,OFFICE OF THE SECRETARY,,1996
"Washington, DC",Deputy Assistant Secretary,Deidre A. Davis,ES,NA,..........,..........,........,Department of State,Office of Equal Opportunity and Civil Rights,,1996
"Washington, DC",Permanent US Representative to UN,Madeleine K. Albright,AD,PAS,..........,..........,........,Department of State,U.S. Mission to the United Nations,,1996
"Washington, DC",Deputy to Permanent US Representative,"Edward W. Gnehm, Jr.",AD,PAS,..........,..........,........,Department of State,U.S. Mission to the United Nations,,1996
"Washington, DC",US Representative,Victor Marrero,AD,PAS,..........,..........,........,Department of State,U.S. Mission to the United Nations,,1996
"Washington, DC",Alternate US Representative,Karl F. Inderfurth,AD,PAS,..........,..........,........,Department of State,U.S. Mission to the United Nations,,1996
"Washington, DC","Representative, UN Management and Reform", Vacant,AD,PAS,..........,..........,........,Department of State,U.S. Mission to the United Nations,,1996
"Washington, DC",Secretary/Stenographer,Fanny E. Weisblatt,GG,SC,10,..........,........,Department of State,U.S. Mission to the United Nations,,1996
"Washington, DC",Deputy to US Representative,Seth D. Winnick,FE,CA,..........,..........,........,Department of State,U.S. Mission to the United Nations,,1996
"Washington, DC","Deputy, UN Management and Reform",Herbert D. Gelber,AD,PA,..........,..........,........,Department of State,U.S. Mission to the United Nations,,1996
"New York, NY","Counselor, UN Resources Management",Linda S. Shenwick,ES,CA,..........,..........,........,Department of State,U.S. Mission to the United Nations,,1996
